File name,NOS Title,URN,SOC Code,Suite
ccsrcs4.pdf,register works/product/members to a collecting society within a music business context,ccsrcs4,['3416'],music business collecting societies
ccsrcs5.pdf,"issue licences for protected copyright works for use in products, for broadcasting and for public performance",ccsrcs5,['3416'],music business collecting societies
ccsrcs6.pdf,manage debt in a royalty collecting and licensing society,ccsrcs6,['3416'],music business collecting societies
ccsrcs7.pdf,matching and distribution of income within a music business context,ccsrcs7,['3416'],music business collecting societies
ccsrcs8.pdf,organise promotional events for a music business collecting society,ccsrcs8,['3416'],music business collecting societies
ccsrcs9.pdf,support a collecting society marketing campaign within a music business context,ccsrcs9,['3416'],music business collecting societies
ccssl10l.pdf,operate follow spot during a performance legacy,ccssl10,,technical theatre and live performance sound and lighting
ccssl11l.pdf,rig and check lighting equipment legacy,ccssl11,,technical theatre and live performance sound and lighting
ccssl12l.pdf,"set up, plot and rehearse stage electrics and effects legacy",ccssl12,,technical theatre and live performance sound and lighting
ccssl14l.pdf,install electrical/electronic equipment for live performance legacy,ccssl14,,technical theatre and live performance sound and lighting
ccssl15l.pdf,install electro-optical and infrared systems legacy,ccssl15,,technical theatre and live performance sound and lighting
ccssl16l.pdf,test electro-optical and infrared systems legacy,ccssl16,,technical theatre and live performance sound and lighting
ccssl17l.pdf,programme and operate a lighting console for live performance legacy,ccssl17,,technical theatre and live performance sound and lighting
ccssl18l.pdf,contribute to developing and refining ideas for sound legacy,ccssl18,,technical theatre and live performance sound and lighting
ccssl19l.pdf,develop and refine ideas for sound legacy,ccssl19,,technical theatre and live performance sound and lighting
ccssl1l.pdf,develop and refine lighting ideas for performance legacy,ccssl1,,technical theatre and live performance sound and lighting
ccssl20l.pdf,contribute to the planning of sound requirements for a production legacy,ccssl20,,technical theatre and live performance sound and lighting
ccssl21l.pdf,plan sound requirements for a production legacy,ccssl21,,technical theatre and live performance sound and lighting
ccssl22l.pdf,source sound equipment legacy,ccssl22,,technical theatre and live performance sound and lighting
ccssl23l.pdf,set up and check sound equipment legacy,ccssl23,,technical theatre and live performance sound and lighting
ccssl24l.pdf,rehearse sound legacy,ccssl24,,technical theatre and live performance sound and lighting
ccssl25l.pdf,co-ordinate the rehearsal of sound legacy,ccssl25,['3417'],live events and promotions management
ccssl26l.pdf,record sound for a live performance legacy,ccssl26,,technical theatre and live performance sound and lighting
ccssl27l.pdf,supervise sound operation for a live performance legacy,ccssl27,['3417'],live events and promotions management
ccssl28l.pdf,operate sound for a basic live performance legacy,ccssl28,,technical theatre and live performance sound and lighting
ccssl29l.pdf,fit wireless equipment for a basic live performance legacy,ccssl29,,technical theatre and live performance sound and lighting
ccssl2l.pdf,plan lighting requirements for a production legacy,ccssl2,['3417'],live events and promotions management
ccssl31l.pdf,use audio and video software for live performance legacy,ccssl31,,technical theatre and live performance sound and lighting
ccssl32l.pdf,edit audio-visual material for live performance legacy,ccssl32,,technical theatre and live performance sound and lighting
ccssl33l.pdf,record audio-visual material for live performance legacy,ccssl33,,technical theatre and live performance sound and lighting
ccssl35l.pdf,carry out the wiring and testing of electrical circuits and equipment legacy,ccssl35,,technical theatre and live performance sound and lighting
ccssl36l.pdf,assist with installing electrical components and equipment legacy,ccssl36 ,,technical theatre and live performance sound and lighting
ccssl3l.pdf,source lighting and special effects equipment and consumables legacy,ccssl3,,technical theatre and live performance sound and lighting
ccssl4l.pdf,"set up, focus lighting and check control systems and accessories legacy",ccssl4,,technical theatre and live performance sound and lighting
ccssl5l.pdf,"oversee the setting up, focussing of lighting and checking of control systems and accessories legacy",ccssl5,,technical theatre and live performance sound and lighting
ccssl6l.pdf,rehearse and plot the lighting legacy,ccssl6,,technical theatre and live performance sound and lighting
ccssl7l.pdf,co-ordinate the rehearsing and plotting of the lighting legacy,ccssl7,['3417'],live events and promotions management
ccssl8l.pdf,operate lighting and auxiliary equipment during the performance period legacy,ccssl8,,technical theatre and live performance sound and lighting
ccssl9l.pdf,analyse lighting plans and organise resources legacy,ccssl9,,technical theatre and live performance sound and lighting
ccssm1.pdf,support the planning of props requirements for a production,ccssm1,['3416'],technical theatre and live performance stage management
ccssm10.pdf,prepare for and run auditions,ccssm10,['3416'],technical theatre and live performance stage management
ccssm11.pdf,"provide cues from basic musical scores,",ccssm11,['3416'],technical theatre and live performance stage management
ccssm12.pdf,provide cues from advanced musical scores,ccssm12,['3416'],technical theatre and live performance stage management
ccssm13.pdf,assist with running a performance,ccssm13,['3416'],technical theatre and live performance stage management
ccssm14.pdf,run a performance,ccssm14,['3416'],technical theatre and live performance stage management
ccssm15.pdf,"technical theatre, live performance, stage management, stage",ccssm15,['3416'],technical theatre and live performance stage management
ccssm16.pdf,move a production,ccssm16,['3416'],technical theatre and live performance stage management
ccssm17.pdf,carry out basic sound operation,ccssm17,['3416'],technical theatre and live performance stage management
ccssm2.pdf,"source props, materials and equipment",ccssm2,['3416'],technical theatre and live performance stage management
ccssm3.pdf,"make, finish and adapt props",ccssm3,['3416'],technical theatre and live performance stage management
ccssm4.pdf,prepare props for each performance,ccssm4,['3416'],technical theatre and live performance stage management
ccssm5.pdf,maintain the availability and condition of props during a production,ccssm5,['3416'],technical theatre and live performance stage management
ccssm6.pdf,prepare and support the rehearsal process,ccssm6,['3416'],technical theatre and live performance stage management
ccssm7.pdf,prepare and run the rehearsal room,ccssm7,['3416'],technical theatre and live performance stage management
ccssm8.pdf,establish and maintain the prompt script,ccssm8,['3416'],technical theatre and live performance stage management
ccssm9.pdf,prepare and manage the rehearsal process,ccssm9,['3416'],technical theatre and live performance stage management
ccsst1.pdf,pre-set the stage and position components during performance,ccsst1,['3416'],technical theatre and live performance stage technician
ccstic01.pdf,provide customers with general assistance in a ticketing environment,ccstic01,['4151'],ticketing
ccstic02.pdf,sell tickets and associated products,ccstic02,['4151'],ticketing
ccstic03.pdf,monitor and use social media to promote venues and events,ccstic03,['4151'],ticketing
ccstic04.pdf,control entry to venues using ticketing technology,ccstic04,['4151'],ticketing
ccstic05.pdf,make use of ticketing technology,ccstic05,['4151'],ticketing
ccstic06.pdf,follow procedures to prevent theft and fraud in ticketing,ccstic06,['4151'],ticketing
ccstic07.pdf,"contribute to the security of people, tickets and venues",ccstic07,['4151'],ticketing
ccstll43.pdf,prepare stage area for live productions  ,ccstll43,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccstll5.pdf,plan set construction for live productions ,ccstll5,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccstp10l.pdf,manage the performance of sub-contractors legacy,ccstp10,['3417'],live events and promotions management
ccstp11l.pdf,manage finance for a defined work activity legacy,ccstp11,,technical theatre and live performance core
ccstp15l.pdf,provide leadership legacy,ccstp15,['3417'],live events and promotions management
ccstp16l.pdf,work safely legacy,ccstp16,,technical theatre and live performance core
ccstp17l.pdf,assess risks legacy,ccstp17,,technical theatre and live performance core
ccstp18l.pdf,oversee a team for work at height legacy,ccstp18,['3417'],live events and promotions management
ccstp19l.pdf,work at height legacy,ccstp19,,technical theatre and live performance core
ccstp20l.pdf,control risks legacy,ccstp20,['3417'],live events and promotions management
ccstp21.pdf,use tools and equipment for construction or maintenance,ccstp21,,technical theatre and live performance core
ccstp22l.pdf,clean up own work area legacy,ccstp22,,technical theatre and live performance core
ccstp24l.pdf,clarify creative and production requirements legacy,ccstp24,['3417'],events management
ccstp25l.pdf,"brief others about techniques, items or equipment legacy",ccstp25,['3417'],live events and promotions management
ccstp26l.pdf,"get in, fit up and get out legacy",ccstp26,,technical theatre and live performance core
ccstp27l.pdf,"co-ordinate the getting in, fitting up and getting out legacy",ccstp27,['3417'],live events and promotions management
ccstp28l.pdf,"oversee the getting in, fitting up and getting out legacy",ccstp28,['3417'],live events and promotions management
ccstp29l.pdf,"arrange, manage and receive tours legacy",ccstp29,['3417'],live events and promotions management
ccstp2l.pdf,keep up to date with technical and production developments in the live arts legacy,ccstp2,,technical theatre and live performance core
ccstp30l.pdf,"oversee the arranging, managing and receiving of tours legacy",ccstp30,,technical theatre and live performance core
ccstp31l.pdf,"co-ordinate the arranging, managing and receiving of tours legacy",ccstp31,['3417'],live events and promotions management
ccstp32l.pdf,prepare and use equipment for rigging and de-rigging for entertainment industry rigging legacy,ccstp32,['3417'],live events and promotion
ccstp33l.pdf,oversee the preparation and use of equipment for rigging and de-rigging for the entertainment industry legacy,ccstp33,['3417'],live events and promotions management
ccstp34l.pdf,interpret designs for sets or props legacy,ccstp34,,technical theatre and live performance core
ccstp35l.pdf,contribute to the interpreting of designs for sets or props legacy,ccstp35,,technical theatre and live performance core
ccstp36l.pdf,develop and researching ideas for a production legacy,ccstp36,,technical theatre and live performance core
ccstp37l.pdf,prepare for flying for a live performance legacy,ccstp37,,technical theatre and live performance core
ccstp38l.pdf,supervise flying for a live performance legacy,ccstp3tec8,['3417'],live events and promotions management
ccstp39l.pdf,operate lighting for a live performance in the theatre legacy,ccstp39,,technical theatre and live performance core
ccstp3l.pdf,ensure that you and your team keep up to date with the technical and production areas of the live arts legacy,ccstp3,,technical theatre and live performance core
ccstp40l.pdf,operate special effects for a live performance legacy,ccstp40,,technical theatre and live performance core
ccstp41l.pdf,prepare special effects for a live performance legacy,ccstp41,,technical theatre and live performance core
ccstp42l.pdf,supervise the set up and operation of special effects for a live performances legacy,ccstp42,['3417'],live events and promotions management
ccstp43l.pdf,operate sound for a live performance legacy,ccstp43,,technical theatre and live performance core
ccstp44l.pdf,contribute to running and crewing an ongoing production legacy,ccstp44,,technical theatre and live performance core
ccstp45l.pdf,maintain buildings or equipment legacy,ccstp45,,technical theatre and live performance core
ccstp46l.pdf,maintain production items and equipment legacy,ccstp46,,technical theatre and live performance core
ccstp47l.pdf,plan and oversee the maintenance of production items and equipment legacy,ccstp47,['3417'],live events and promotions management
ccstp48l.pdf,contribute to the planning of set requirements for a production legacy,ccstp48,,technical theatre and live performance core
ccstp49l.pdf,plan set construction requirements for a production legacy,ccstp49,['3417'],live events and promotions management
ccstp4l.pdf,contribute to technical production work for performance legacy,ccstp4,,technical theatre and live performance core
ccstp50l.pdf,prepare drawings to communicate designs legacy,ccstp50,['3417'],live events and promotions management
ccstp51l.pdf,provide design information to enable drawings to be produced legacy,ccstp51,,technical theatre and live performance core
ccstp52l.pdf,source materials and equipment for sets legacy,ccstp52,,technical theatre and live performance core
ccstp53l.pdf,make and finish sets legacy,ccstp53,,technical theatre and live performance core
ccstp54l.pdf,lead on making and finishing sets legacy,ccstp54,,technical theatre and live performance core
ccstp55l.pdf,set up flying and install flown components legacy,ccstp55,,technical theatre and live performance core
ccstp5l.pdf,oversee technical production work for performance legacy,ccstp5,['3417'],live events and promotions management
ccstp60l.pdf,rehearse the technical aspects of a performance legacy,ccstp60,,technical theatre and live performance core
ccstp62l.pdf,"identify, provide and maintain local technical communications legacy",ccstp62,,technical theatre and live performance core
ccstp66l.pdf,read and extract information from drawings and specification to carry out your work in live entertainment legacy,ccstp66,,technical theatre and live performance core
ccstp67l.pdf,plan and carry out the use of appropriate knots for securing loads when working in the theatre legacy,ccstp67,,technical theatre and live performance core
ccstp68l.pdf,support the rehearsal process legacy,ccstp68,,technical theatre and live performance core
ccstp69l.pdf,run and crew an ongoing production legacy,ccstp69,,technical theatre and live performance core
ccstp71l.pdf,support the running and crewing an ongoing production legacy,ccstp71,,technical theatre and live performance core
ccstp72l.pdf,ensure the safe and efficient loading of vehicles legacy,ccstp72,,technical theatre and live performance core
ccstp73l.pdf,ensure the safe and efficient unloading of vehicles legacy,ccstp73,,technical theatre and live performance core
ccsttl1.pdf,develop early set designs for live productions,ccsttl1,['3417'],"technical theatre and live events stage, sound and lighting"
ccsttl10.pdf,prepare drawings to communicate designs ,ccsttl10,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl11.pdf,provide design information to enable drawings to be produced,ccsttl11,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl12.pdf," plan the get in, fit up and get out process for live productions",ccsttl12,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl13.pdf,agree venues and incoming productions,ccsttl13,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl14.pdf,source materials and equipment for set and prop construction,ccsttl14,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl15.pdf,"source lighting, visuals and special effects equipment and consumables ",ccsttl15,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl16.pdf,source and obtain sound equipment,ccsttl16,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl17.pdf,interpret designs for sets and props ,ccsttl17,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl18.pdf,make and finish sets ,ccsttl18,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl19.pdf,record sound for use in live productions,ccsttl19,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl2.pdf,develop lighting designs for live productions,ccsttl2,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl20.pdf,produce visuals for live productions ,ccsttl20,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl21.pdf,prepare special effects for live productions ,ccsttl21,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl22.pdf,"plan, schedule and manage maintenance of buildings and equipment",ccsttl22,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl23.pdf,"maintain scenic components, flying systems and props",ccsttl23,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl24.pdf,carry out rigging and de-rigging for live productions,ccsttl24,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl25.pdf,oversee rigging and de-rigging activity for live productions,ccsttl25,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl26.pdf,rig and check lighting equipment  ,ccsttl26,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl27.pdf,"connect wiring systems, wiring enclosures and equipment ",ccsttl27,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl28.pdf,install and test electrical/electronic equipment for live productions  ,ccsttl28,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl29 .pdf,"set up lighting, control systems and accessories for live productions ",ccsttl29 ,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl3.pdf,develop sound designs for live productions ,ccsttl3,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl30.pdf,set up and check sound equipment for live productions,ccsttl30,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl31 .pdf,fit wireless equipment to performers,ccsttl31 ,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl32.pdf,set up flying and install flown components for live productions,ccsttl32,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl33.pdf,oversee the set up of flying and installing flown components for live productions,ccsttl33,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl34.pdf,"get in, fit up and get out for live productions",ccsttl34,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl35.pdf,ensure the safe and efficient loading and unloading of vehicles,ccsttl35,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl36.pdf,plot and rehearse lighting for live productions,ccsttl36,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl37.pdf,ensure sound meets requirements during rehearsal,ccsttl37,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl38  .pdf,"plot, rehearse and operate stage electricals and special effects ",ccsttl38  ,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl39.pdf,ensure visuals meet requirements during rehearsal,ccsttl39,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl4.pdf,design visuals for live productions ,ccsttl4,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl40.pdf,support the rehearsal process,ccsttl40,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl41.pdf,monitor required changes during technical rehearsal,ccsttl41,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl42.pdf,manage stage and off-stage areas during live productions  ,ccsttl42,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl44.pdf,prepare for and operate flying for live productions,ccsttl44,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl45.pdf,operate follow spot during live productions,ccsttl45,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl46 .pdf,operate lighting during live productions ,ccsttl46 ,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl47.pdf,operate sound for productions,ccsttl47,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl48.pdf,operate special effects for live productions,ccsttl48,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl49.pdf,operate visuals during live productions ,ccsttl49,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl50.pdf,manage ongoing live productions  ,ccsttl50,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl51.pdf,oversee technical production work for live productions ,ccsttl51,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl52.pdf,make arrangements to tour productions and receive incoming tours,ccsttl52,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl53.pdf,support company members on touring productions,ccsttl53,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl54.pdf,induct staff and freelancers into venue and production requirements ,ccsttl54,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl55 .pdf,"keep up to date with developments in materials, techniques and technology for live productions",ccsttl55 ,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl56.pdf,present aspects of your work to visitors,ccsttl56,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl57.pdf,work at height,ccsttl57,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl58.pdf,clean up own work area,ccsttl58,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl6.pdf,plan and manage lighting for live productions,ccsttl6,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl7 .pdf,specify special effects for live productions,ccsttl7 ,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl8.pdf,plan visuals for live productions ,ccsttl8,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsttl9.pdf,plan sound for live productions ,ccsttl9,['3417'],"technical theatre and live production stage, sound, lighting and visuals"
ccsw1.pdf,plan for the construction and delivery of scenery and props,ccsw1,['3411'],technical theatre and live performance workshop
ccsw2.pdf,organise scenery and props construction,ccsw2,['3411'],technical theatre and live performance workshop
ccsw3.pdf,organise the transfer of scenery and props to the performance area,ccsw3,['3411'],technical theatre and live performance workshop
ccsw4.pdf,"implement improvements to  the performance of  machinery, equipment and processes",ccsw4,['3411'],technical theatre and live performance workshop
ccsw5.pdf,plan scenic art set requirements for a production,ccsw5,['3411'],technical theatre and live performance workshop
ccsw6.pdf,produce scenic works,ccsw6,['3411'],technical theatre and live performance workshop
ccsw7.pdf,lead on the production of scenic works,ccsw7,['3411'],technical theatre and live performance workshop
ccsw8.pdf,prepare and carry out your work using power tools and equipment,ccsw8,['3411'],technical theatre and live performance workshop
ccsw9.pdf,ccsw9 plan set construction requirements for a production,ccsw9,['3411'],technical theatre and live performance workshop
ccswhm1.pdf,apply makeup and special effects,ccswhm1,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm10.pdf,maintain costumes and equipment,ccswhm10,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm11.pdf,trim hats,ccswhm11,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm12.pdf,repair and customise items of  jewellery for use in a performance,ccswhm12,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm13.pdf,repair and customise leatherwork for use in a production,ccswhm13,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm14.pdf,dress performers,ccswhm14,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm2.pdf,apply hair techniques and wigs,ccswhm2,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm3.pdf,interpret designs for hair and makeup,ccswhm3,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm4.pdf,maintain hair and makeup items and equipment,ccswhm4,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm5.pdf,plan hair and makeup requirements for a production,ccswhm5,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm6.pdf,"source hair and makeup products, wigs and equipment",ccswhm6,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm7.pdf,create patterns for costumes,ccswhm7,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm8.pdf,make and finish costumes,ccswhm8,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
ccswhm9.pdf,fit and alter costumes and accessories,ccswhm9,['3422'],"technical theatre and live performance wardrobe, hair and makeup"
cdicrd01.pdf,develop and apply understanding of theory and effective practice in career development,cdicrd01,,career development
cdicrd02.pdf,"reflect on, develop and maintain own skills and practice in career development",cdicrd02,,career development
cdicrd03.pdf,build and maintain relationships with individuals to ensure a client-centred approach to career development,cdicrd03,,career development
cdicrd04.pdf,support individuals to identify and explore their career development needs and aspirations,cdicrd04,,career development
cdicrd05.pdf,enable individuals to set appropriate goals and career development objectives,cdicrd05,,career development
cdicrd06.pdf,plan and deliver individual and group development through career-related learning,cdicrd06,,career development
cdicrd07.pdf,enable individuals to use and apply information for career development,cdicrd07,,career development
cdicrd08.pdf,provide ongoing support to help individuals achieve their career goals and development objectives,cdicrd08,,career development
cdicrd09.pdf,help individuals evaluate their progress and achievement and plan for the future,cdicrd09,,career development
cdicrd10.pdf,lead and manage career development work in an organisation  ,cdicrd10,,career development
cdicrd11.pdf,improve services to individuals by collaborating with others,cdicrd11,,career development
cdicrd12.pdf,enable individuals to access referral opportunities,cdicrd12,,career development
cdicrd13.pdf,represent individuals’ needs to others,cdicrd13,,career development
cdicrd14.pdf,plan and design the service offer ,cdicrd14,,career development
cdicrd15.pdf,"promote the availability, value and effectiveness of the service",cdicrd15,,career development
cdicrd16.pdf,"monitor, evaluate and improve the effectiveness of the service ",cdicrd16,,career development
cdicrd17.pdf,plan and undertake research on behalf of the service,cdicrd17,,career development
certify-product-for-release-under-marketing--authority-license-into-the-supply-chain-cogsqp-12.pdf,certify product for release under marketing  authority license into the supply chain,cogsqp-12,['1'],qualified person medical products
cfaalf.pdf,administer legal files,cfaalf,['2419'],legal administration 2010
cfabaa111.pdf,respond to change in a business environment,cfabaa111,['4159'],business and administration 2013
cfabaa1110.pdf,"prepare, co-ordinate and monitor operational plans",cfabaa1110,['4159'],business and administration 2013
cfabaa112.pdf,contribute to innovation in a business environment,cfabaa112,['4159'],business and administration 2013
cfabaa113.pdf,explore ideas for innovation in a business environment,cfabaa113,['4159'],business and administration 2013
cfabaa114.pdf,plan change for a team,cfabaa114,['4159'],business and administration 2010
cfabaa115.pdf,plan change across teams,cfabaa115,['4159'],business and administration 2010
cfabaa116.pdf,"implement, monitor and review change",cfabaa116,['4159'],business and administration 2010
cfabaa117.pdf,implement and evaluate organisational change,cfabaa117,['4159'],business and administration 2010
cfabaa118.pdf,manage an office facility,cfabaa118,['4159'],business and administration 2013
cfabaa119.pdf,propose and design administrative services,cfabaa119,['4159'],business and administration 2013
cfabaa121.pdf,supervise an office facility,cfabaa121,['4159'],business and administration 2013
cfabaa122.pdf,"implement, monitor and maintain administrative services",cfabaa122,['4159'],business and administration 2013
cfabaa151.pdf,contribute to running a project,cfabaa151,['4159'],business and administration 2013
cfabaa152.pdf,"plan, run and evaluate projects",cfabaa152,['4159'],business and administration 2010
cfabaa211.pdf,produce documents in a business environment,cfabaa211,['4159'],business and administration 2013
cfabaa212.pdf,design and produce documents in a business environment,cfabaa212,['4159'],business and administration 2013
cfabaa213.pdf,prepare text from notes,cfabaa213,['4159'],business and administration 2013
cfabaa213a.pdf,prepare text from notes using touch typing (20 wpm),cfabaa213a,['4159'],business and administration 2013
cfabaa213b.pdf,prepare text from notes using touch typing (40 wpm),cfabaa213b,['4159'],business and administration 2013
cfabaa213c.pdf,prepare text from notes using touch typing (60 wpm),cfabaa213c,['4159'],business and administration 2013
cfabaa231.pdf,use office equipment,cfabaa231,['4159'],business and administration 2013
cfabaa311.pdf,support the organisation and co-ordination of events,cfabaa311,['4159'],business and administration 2013
cfabaa312.pdf,organise and co-ordinate events,cfabaa312,['4159'],business and administration 2013
cfabaa321.pdf,support the organisation of business travel or accommodation,cfabaa321,['4159'],business and administration 2013
cfabaa322.pdf,organise business travel or accommodation,cfabaa322,['4159'],business and administration 2013
cfabaa411.pdf,support the organisation of meetings,cfabaa411,['4159'],business and administration 2013
cfabaa412.pdf,plan and organise meetings,cfabaa412,['4159'],business and administration 2013
cfabaa413.pdf,chair meetings,cfabaa413,['4159'],business and administration 2013
cfabaa431.pdf,use a diary system,cfabaa431,['4159'],business and administration 2013
cfabaa441.pdf,take minutes,cfabaa441,['4159'],business and administration 2013
cfabaa531.pdf,agree a budget,cfabaa531,['4159'],business and administration 2010
cfabaa611.pdf,assist in handling mail,cfabaa611,['2423'],business and administration 2010
cfabaa612.pdf,handle mail,cfabaa612,['4159'],business and administration 2013
cfabaa613.pdf,understand how to communicate in a business environment,cfabaa613,['4159'],business and administration 2013
cfabaa614.pdf,prepare to communicate in a business environment,cfabaa614,['4159'],business and administration 2013
cfabaa615.pdf,communicate in a business environment,cfabaa615,['4159'],business and administration 2013
cfabaa616.pdf,manage communications in a business environment,cfabaa616,['4159'],business and administration 2013
cfabaa617.pdf,develop a presentation,cfabaa617,['4159'],business and administration 2013
cfabaa621.pdf,make and receive telephone calls,cfabaa621,['4159'],business and administration 2013
cfabaa622.pdf,use voicemail message systems,cfabaa622,['4159'],business and administration 2013
cfabaa623.pdf,deliver a presentation,cfabaa623,['1139'],business and administration 2013
cfabaa624.pdf,accept instructions to manage and improve own performance in a business environment,cfabaa624,['1139'],business and administration 2013
cfabaa625.pdf,agree how to manage and improve own performance in a business environment,cfabaa625,['1139'],business and administration 2013
cfabaa626.pdf,plan how to manage and improve own performance in a business environment,cfabaa626,['1139'],business and administration 2013
cfabaa627.pdf,manage and be accountable for own performance in a business environment,cfabaa627,['1139'],business and administration 2013
cfabac121.pdf,"deliver, monitor and evaluate customer service to internal and/or external customers",cfabac121,['4159'],business and administration 2013
cfabac122.pdf,"deliver, monitor and evaluate customer service to external customers",cfabac122,['4159'],business and administration 2010
cfabac311.pdf,meet and welcome visitors,cfabac311,['4159'],business and administration 2013
cfabac312.pdf,provide reception services,cfabac312,['4159'],business and administration 2013
cfabad111.pdf,support the design and development of information systems,cfabad111,['4159'],business and administration 2013
cfabad112.pdf,design and develop an information system,cfabad112,['4159'],business and administration 2013
cfabad121.pdf,support the management and development of an information system,cfabad121,['4159'],business and administration 2013
cfabad122.pdf,manage and evaluate information systems,cfabad122,['4159'],business and administration 2013
cfabad131.pdf,monitor information systems,cfabad131,['4159'],business and administration 2013
cfabad311.pdf,prepare text from shorthand,cfabad311,['4159'],business and administration 2013
cfabad311a.pdf,prepare text from shorthand (60 wpm),cfabad311a,['4159'],business and administration 2013
cfabad311b.pdf,prepare text from shorthand (80 wpm),cfabad311b,['4159'],business and administration 2013
cfabad312.pdf,prepare text from recorded audio instruction,cfabad312,['4159'],business and administration 2013
cfabad312a.pdf,prepare text from recorded audio instruction (40 wpm),cfabad312a,['4159'],business and administration 2013
cfabad312b.pdf,prepare text from recorded audio instruction (60 wpm),cfabad312b,['4159'],business and administration 2013
cfabad321.pdf,collate and organise data,cfabad321,['4159'],business and administration 2013
cfabad322.pdf,analyse and report data,cfabad322,['4159'],business and administration 2013
cfabad323.pdf,research information,cfabad323,['4159'],business and administration 2013
cfabad331.pdf,use a filing system,cfabad331,['4159'],business and administration 2010
