,131,121,137,60,138,85,64,56,91,74,70,23,21,13,111,38,41,20,45,68,16,124,98,113,5,115,33,47,44,25,29,125,132,82,30,43,80,28,106,32,118,136,112,139,105,57,79,129,127,71,96,46,97,48,76,50,117,53,90,18,51,69,134,26,54,123,63,87,39,22,84,52,59,135,65,67,126,108,31,24,122,99,81,128,35,34,15,107,55,94,40,61,101,109,116,49,6
34,,,,,,,,,,,,,,,,,,diagnose faults in signalling equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding materials by the manual mig/mag and other continuous wire processes,,,,,,fitting electrical and electronic components to commercial and passenger carrying vehicles,,,,,,,,,installing aircraft flight guidance and control systems,producing leisure vehicle composite mouldings using resin infusion laminating techniques,,,,,,,,test traction and rolling stock communication-electronic systems,,,,,,preparing material surfaces by ultra high pressure (uhp) water jetting,,,,undertaking scheduled maintenance of aircraft avionics equipment/systems,,,,contribute to technical leadership of signal engineering activities,,understand how to maintain industrial refrigeration equipment used in food and drink operations,,,,,,setting centre lathes to produce toolroom components,pack or re-pack explosive substances and/or articles,,,,
35,,,,,,,,,,,,,,,,,,diagnose faults in telecoms equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding materials by the manual gas welding process,,,,,,producing motorsport composite assemblies,,,,,,,,,installing aircraft navigational systems,trimming leisure vehicle composite mouldings using hand tools,,,,,,,,,,,,,,applying specialist finishes to marine components,,,,removing and replacing avionic indication and gauging components in aircraft systems,,,,organise local signal engineering activities,,carry out preventative planned maintenance on services systems and equipment used in food and drink operations,,,,,,machining toolroom components using centre lathes,unpack explosive substances and/or articles,,,,
36,,,,,,,,,,,,,,,,,,carry out fault diagnosis on traction and rolling stock systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,producing socket and flange fillet welded joints in low pressure marine pipework using a manual welding process,,,,,,building engines for motorsport vehicles,,,,,,,,,installing aircraft countermeasure systems,identifying defects in leisure vehicle composite mouldings,,,,,,,,,,,,,,applying protective metallic coatings by spraying,,,,"removing and replacing components of aircraft electrical power control, distribution and protection systems",,,,establish information for telecoms engineering maintenance and/or fault finding,,understand how to carry out preventative planned maintenance on services systems and equipment used in food and drink operations,,,,,,setting milling machines to produce toolroom components,manage equipment in an explosives environment,,,,
37,,,,,,,,,,,,,,,,,,carry out fault diagnosis on traction and rolling stock communication-electronic systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,tack welding fillet joints in marine steelwork,,,,,,dressing engines for motorsport vehicles,,,,,,,,,installing aircraft electro-optical and infrared systems,using wet lay-up laminating techniques to produce composite mouldings,,,,,,,,,,,,,,inspecting marine coatings,,,,removing and replacing components of aircraft pitot static systems,,,,establish information for telecoms engineering installation,,carry out preventative planned maintenance on instrumentation and control equipment used in food and drink operations,,,,,,machining toolroom components using milling machines,prepare and care for equipment in an explosives environment,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,using resistance spot welding to join marine sheet metal materials,,,,,,assembling furniture and structural units for leisure vehicles,,,,,,,,,installing aircraft instrumentation systems,using spray lay-up laminating techniques to produce composite mouldings,,,,,,,,,,,,,,finishing yacht and boat wooden furniture/outfitting units by applying surface finishes,,,,removing and replacing components of aircraft armament systems,,,,establish information for telecoms engineering testing,,understand how to carry out preventative planned maintenance on instrumentation and control equipment used in food and drink operations ,,,,,,setting electro-discharge machines to produce toolroom components,manage explosives safety,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joining marine materials/structures using the manual metal arc (mma) welding process,,,,,,building prototype engines for test,,,,,,,,,installing aircraft composite mouldings,using resin flow infusion techniques to produce composite mouldings,,,,,,,,,,,,,,preparing yacht and boat surfaces for coating/finishing using hand and,,,,removing and replacing components of aircraft communication systems,,,,plan telecoms maintenance testing activities,,repair/overhaul instrumentation and control equipment used in food and drink operations,,,,,,machining toolroom components using electro-discharge machines,certify as free from explosives hazards,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joining marine materials/structures using semi-automatic mig/mag and flux cored arc processes,,,,,,dressing prototype engines for test,,,,,,,,,installing the inner and outer roof on a leisure vehicle,using resin film infusion techniques to produce composite mouldings,,,,,,,,,,,,,,preparing coating materials for application on yachts and boats,,,,removing and replacing components of aircraft passive warning and optical/surveillance systems,,,,determine requirements for the safe access to work locations for telecoms engineering,,test and calibrate instrumentation and control equipment and circuits used in food and drink operations,,,,,,setting grinding machines to produce toolroom components,formulate national policy for explosive substances and articles,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joining marine materials/structures using manual tig and plasma-arc welding processes,,,,,,carrying out composite assembly operations,,,,,,,,,carrying out the installation of composite mouldings,using pre-preg laminating techniques to produce composite mouldings,,,,,,,,,,,,,,applying surface coatings manually to yachts and boats,,,,removing and replacing components of aircraft radar systems,,,,reinstate the work area after telecoms engineering activities,,understand how to test and calibrate instrumentation and control equipment and circuits used in food and drink operations,,,,,,machining toolroom components using grinding machines,develop the organizational safety policy and/or strategy for explosives,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joining marine materials/structures using the manual oxy/fuel gas welding process,,,,,,assembling rotor and armature windings,,,,,,,,,assisting in the installation of marine electrical and electronic equipment,using resin transfer moulding techniques to produce composite mouldings,,,,,,,,,,,,,,applying surface coatings to yachts and boats using spray methods,,,,removing and replacing components of aircraft navigational and computing systems,,,,assist in planned maintenance of telecoms equipment,,apply core land-based engineering principles: servicing and maintenance,,,,,,cutting and shaping materials using nc/cnc laser profiling machines,implement the organizational safety policy and/or strategy for explosives,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding materials using mechanised arc welding equipment,,,,,,assembling stator windings,,,,,,,,,assisting in the installation of marine mechanical equipment,using hot press moulding techniques to produce composite mouldings,,,,,,,,,,,,,,inspecting surface coatings on yachts and boats,,,,removing and replacing components of aircraft internal and external lighting systems,,,,carry out planned maintenance of telecoms assets,,maintain plant and equipment in food and drink operations,,,,,,cutting plate and sections using shearing machines,determine and implement aggregated risk control measures for explosives,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,producing socket and flange fillet welded joints in pipe using a manual welding process,,,,,,balancing assembled rotors or armatures,,,,,,,,,fitting marine interior panels and soft furnishings,using filament winding techniques to produce composite mouldings,,,,,,,,,,,,,,applying fairing/filling compounds to yachts and boats,,,,carrying out tests on avionic indication and gauging components of aircraft systems,,,,adjust telecoms components and equipment to meet operational requirements,,monitor and maintain the quality of treatment process outputs,,,,,,cutting materials using hand operated thermal cutting equipment,implement risk control measures for explosive substances and/or articles safety,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tack welding marine plate using a manual/semi-automatic welding process,,,,,,assembling and fitting electrical rotating equipment,,,,,,,,,fitting marine seating and furniture,using pultrusion techniques to produce composite mouldings,,,,,,,,,,,,,,applying coatings or coverings to finish surfaces,,,,"carrying out tests on aircraft electrical power control, distribution and protection systems",,,,assist in the removal of telecoms equipment,,monitor and maintain treatment processing plant and equipment at optimum performance,,,,,,cutting and shaping materials using gas cutting machines,carry out assurance audit of systems for explosives safety,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,producing fillet welded joints using a manual/semi-automatic welding process,,,,,,assembling press tools,,,,,,,,,"fitting marine composite components to the vessel, craft or structure",using atl/afp laminating techniques to produce composite mouldings,,,,,,,,,,,,,,finishing surfaces by applying coatings or coverings,,,,carrying out tests on aircraft pitot static systems,,,,carry out removal of components from telecoms assets,,organise maintenance of treatment processing plant and equipment ,,,,,,cutting materials using saws and abrasive discs,determine the classification of explosive substances and/or articles,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joining marine sheet metal materials using resistance spot welding,,,,,,assembling injection mould tools,,,,,,,,,assisting in the installation of marine sheet metal components/assemblies,curing and consolidating composite mouldings,,,,,,,,,,,,,,,,,,carrying out tests on aircraft communication systems,,,,assist in the replacement of telecoms equipment,,carry out scheduled mechanical maintenance on buses/coaches,,,,,,forming platework using power rolling machines,make recommendations for the classification of explosive substances and/or articles,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding marine materials and structures using the manual metal arc process,,,,,,assembling blow mould tools,,,,,,,,,"fitting seating, interior panels, soft furnishing and trim in yachts and boats",using hand tools to trim composite mouldings,,,,,,,,,,,,,,,,,,carrying out tests on aircraft passive warning and optical/surveillance systems,,,,carry out replacement of components from telecoms assets,,carry out scheduled electrical maintenance on buses/coaches,,,,,,producing platework assemblies,review the factors affecting the safety of specific explosive substances and/or articles,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding marine materials and structures using semi-automatic mig/mag and,,,,,,assembling jigs and fixtures using mechanical methods,,,,,,,,,installing marine power generation and distribution equipment and systems,carrying out bonding activities on composite mouldings,,,,,,,,,,,,,,,,,,carrying out tests on aircraft radar systems,,,,assist with tests and checks of telecoms equipment,,carry out scheduled body maintenance on buses / coaches,,,,,,cutting and shaping materials using cnc water jet cutting machines,make recommendations on the factors affecting the safety of specific explosive substances and/or articles,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding marine materials and structures using manual tig and plasma arc welding processes,,,,,,producing sheet metal assemblies,,,,,,,,,installing marine communication equipment and systems,checking for defects in composite mouldings,,,,,,,,,,,,,,,,,,carrying out tests on aircraft navigational and computing systems,,,,establish compliance with specifications for maintained telecoms assets,,overhauling aircraft gun systems,,,,,,forming sheetmetal using hand and machine tools,analyse the acceptability of safety control measures for specific explosive substances and/or articles,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding marine materials and structures using the manual oxy/fuel gas,,,,,,producing sheetmetal assemblies,,,,,,,,,installing marine navigational equipment and systems,identifying defects in composite mouldings,,,,,,,,,,,,,,,,,,carrying out tests on aircraft flight guidance and control systems,,,,establish compliance with specifications for newly installed telecoms assets,,overhauling aircraft assisted escape systems (aaes),,,,,,cutting plate and sections using shearing machines,review safety control measures for specific explosive substances and/or articles,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding marine pipe/tube using multiple manual arc welding processes,,,,,,producing major structural components/sub-assemblies,,,,,,,,,installing marine sensor equipment and systems,bonding engineering materials using adhesives,,,,,,,,,,,,,,,,,,undertaking scheduled maintenance of aircraft airframe and mechanical equipment,,,,conduct specified testing of telecoms systems,,overhauling aircraft armament release systems,,,,,,cutting materials using saws and abrasive discs,review an organization’s safety management system for explosives,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding marine plate and structures using multiple manual arc welding processes,,,,,,producing pipe fabrications,,,,,,,,,installing marine computer equipment and systems,bonding engineering materials using adhesives,,,,,,,,,,,,,,,,,,removing and replacing aircraft power plant and components,,,,transfer responsibility of telecoms assets,,maintaining mechanical equipment,,,,,,forming platework using power rolling machines,assess an organization’s explosives safety management system,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preparing mechanised arc welding equipment for production,,,,,,producing assemblies of marine wooden components,,,,,,,,,installing marine electrical rotating machines and domestic equipment,using wet lay-up techniques to produce marine composite components,,,,,,,,,,,,,,,,,,removing and replacing components of aircraft control systems,,,,contribute to technical leadership of telecoms engineering activities,,maintaining electrical equipment,,,,,,producing platework assemblies,establish the performance criteria for explosive substances and/or articles,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding materials with mechanised arc welding equipment,,,,,,assembling marine composite components,,,,,,,,,installing marine fuel systems and equipment,using pre-preg laminating techniques to produce marine composite components,,,,,,,,,,,,,,,,,,removing and replacing components of aircraft fuel and lubrication systems,,,,organise local telecoms engineering activities,,testing and calibrating instrumentation and control equipment and circuits,,,,,,operating cnc fabrication equipment,manage the trial of explosive substances and/or articles,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"preparing resistance spot, seam and projection welding machines for production",,,,,,assembling marine sheet metal components,,,,,,,,,installing marine hydraulic systems and equipment,forming marine components by acrylic moulding,,,,,,,,,,,,,,,,,,removing and replacing components of aircraft hydraulic systems,,,,carry out planned maintenance of trs assets,,leading maintenance activities,,,,,,cutting marine steelwork using handheld thermal cutting equipment,manage the test of explosive substances and/or articles,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"welding materials using resistance spot, seam and projection welding machines",,,,,,assisting in the assembly of wooden furniture/outfitting units for yachts and boats,,,,,,,,,installing marine pneumatic systems and equipment,carrying out trimming operations on marine composite mouldings,,,,,,,,,,,,,,,,,,removing and replacing components of aircraft environmental systems,,,,"transfer control of engineering products, processes or facilities",,carrying out the testing and calibration of instrumentation control equipment and circuits,,,,,,cutting and shaping marine steelwork using gas cutting machines,carry out pre-trial or pre-test tasks relating to explosive substances and/or articles,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preparing laser welding machines for production,,,,,,assembling fabricated components to produce marine sub-assemblies,,,,,,,,,installing marine mechanical control systems and equipment,carrying out bonding operations on marine composite components,,,,,,,,,,,,,,,,,,removing and replacing components of aircraft power transmission systems,,,,undertake routine maintenance of the permanent way,,carrying out maintenance activities on mechanical equipment,,,,,,cutting marine steelwork using saws and abrasive discs,contribute to pre-trial or pre-test tasks relating to relating to explosive substances and/or articles,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding materials using laser welding machines,,,,,,assembling sub-assemblies and components to produce major marine structural assemblies,,,,,,,,,"installing marine steering gear, control systems and equipment",checking marine composite components/mouldings for defects,,,,,,,,,,,,,,,,,,"removing and replacing components of aircraft cabin systems, equipment and furnishings",,,,undertake replacement of permanent way assets and components,,carrying out maintenance activities on electrical equipment,,,,,,cutting marine steelwork using shearing machines,carry out trials of explosive substances and/or articles,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preparing electron beam welding machines for production,,,,,,siting and levelling for the assembly of marine structures,,,,,,,,,installing marine lifting equipment,joining marine materials and components using adhesives,,,,,,,,,,,,,,,,,,removing and replacing major assemblies of aircraft airframes,,,,install new permanent way assets,,carrying out maintenance activities on fluid power equipment,,,,,,shaping marine steelwork using power rolling machines,carry out tests of explosive substances and/or articles,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding materials using electron beam welding machines,,,,,,assembling marine wooden components,,,,,,,,,installing marine ancillary plant and equipment,producing marine composite components using wet lay-up techniques,,,,,,,,,,,,,,,,,,carrying out tests on aircraft engines and systems,,,,dismantle and remove permanent way assets and components,,carrying out maintenance activities on instrumentation and control equipment,,,,,,shaping marine wooden components using hand tools,contribute to conducting trial or test of explosive substances and/or articles,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preparing friction welding machines for production,,,,,,producing marine composite assemblies,,,,,,,,,installing marine fire main systems and equipment,producing marine composite components using pre-preg laminating techniques,,,,,,,,,,,,,,,,,,carrying out tests on aircraft control systems,,,,"prepare small plant, equipment and tools for permanent way renewal or maintenance",,carrying out maintenance activities on mechanical equipment within an engineered system ,,,,,,shaping marine wooden components using machines,evaluate the results of trials of explosive substances and/or articles,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,welding materials using friction welding machines,,,,,,producing marine sheet metal assemblies,,,,,,,,,installing marine wooden components,producing marine components by acrylic moulding,,,,,,,,,,,,,,,,,,carrying out tests on aircraft fuel and storage systems,,,,carry out routine inspection of the permanent way infrastructure,,carrying out maintenance activities on electrical equipment within an engineered system,,,,,,cutting and shaping marine soft furnishings,evaluate the results of tests of explosive substances and/or articles,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tack welding marine plate using a manual welding process,,,,,,assembling wooden furniture/outfitting units for yachts and boats,,,,,,,,,installing marine interior panels and soft furnishings,trimming marine composite mouldings,,,,,,,,,,,,,,,,,,carrying out tests on aircraft hydraulic systems,,,,carry out routine adjustments to permanent way assets,,carrying out maintenance activities on fluid power equipment within an engineered system,,,,,,cutting and shaping marine sheet metal using hand and machine tools,carry out post-trial or post-test tasks relating to explosive substances and/or articles,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,using manual metal arc welding equipment,,,,,,producing marine sheet metal outfitting assemblies,,,,,,,,,installing marine seating and furniture,bonding marine composite components,,,,,,,,,,,,,,,,,,carrying out tests on aircraft pneumatic and vacuum systems,,,,restore track geometry to operational condition by the manual repair of permanent way assets,,carrying out maintenance activities on process controller equipment within an engineered system,,,,,,bending and forming marine sheet metal using hand and machine tools,determine the existence of a suitable trial or test procedure for explosive substances and/or articles,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,using manual tig welding equipment,,,,,,producing marine wooden outfitting assemblies,,,,,,,,,installing marine composite components,identifying defects in marine composite components and assemblies,,,,,,,,,,,,,,,,,,carrying out tests on aircraft environmental systems,,,,carry out non-destructive testing of rails,,"maintaining mould, press tool or die equipment",,,,,,cutting and shaping materials using cnc laser profiling machines,contribute to post-trial or post-test tasks relating to explosive substances and/or articles,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,using semi-automatic mig or mag welding equipment,,,,,,assembling mechanical components,,,,,,,,,installing marine sheet metal components and assemblies,bonding marine materials and components using adhesives,,,,,,,,,,,,,,,,,,carrying out tests on aircraft power transmission systems,,,,deal with incidents and contingencies within the railway environment,,"carrying out planned maintenance on mould, press tool or die equipment",,,,,,cutting and shaping using cnc plasma or gas cutting machines,design a new trial procedure for explosive substances and/or articles,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,using manual oxy-fuel gas welding equipment,,,,,,assembling fluid power equipment,,,,,,,,,"installing seating, interior panels, soft furnishing and trim in yachts and boats",carrying out composite moulding activities,,,,,,,,,,,,,,,,,,carrying out checks and tests on replaced airframe major assemblies,,,,provide safe working systems for permanent way maintenance or renewal activities,,carrying out planned maintenance on power presses,,,,,,cutting and shaping wooden components for yachts and boats using machines,design a new test procedure for explosive substances and/or articles,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preparing and using manual metal arc welding equipment,,,,,,assembling engineering woodwork components,,,,,,,,,installing composite components in yachts and boats,producing composite mouldings using wet lay-up techniques,,,,,,,,,,,,,,,,,,"overhauling components of aircraft rotor heads, blades and power transmission equipment",,,,reinstate the work area after permanent way engineering activities,,carrying out scheduled maintenance on marine electrical and electronic equipment,,,,,,cutting and shaping materials using portable thermal cutting equipment,adapt an existing trial procedure for explosive substances and/or articles,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preparing and using manual tig or plasma-arc welding equipment,,,,,,assembling composite components,,,,,,,,,installing marine outfitting components and assemblies,producing composite mouldings using pre-preg techniques,,,,,,,,,,,,,,,,,,overhauling components of aircraft hydraulic equipment,,,,restore plain line track geometry to operational condition,,carrying out scheduled maintenance on marine mechanical equipment,,,,,,cutting materials using hand and machine tools,adapt an existing test procedure for explosive substances and/or articles,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"preparing and using semi-automatic mig, mag and flux cored arc welding equipment",,,,,,producing mechanical assemblies,,,,,,,,,installing skirting assemblies onto the hovercraft,,,,,,,,,,,,,,,,,,,overhauling components of aircraft oxygen equipment,,,,restore switches and crossings to operational condition,,carrying out maintenance on marine pneumatic systems and equipment,,,,,,forming marine components using power rolling machines,validate a trial or test procedure for explosive substances and/or articles,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,producing aircraft detail assemblies,,,,,,,,,installing sponson assemblies onto the rigid inflatable boat (rib),,,,,,,,,,,,,,,,,,,overhauling components of aircraft fuel and lubrication equipment,,,,secure the work area during and following permanent way maintenance or renewal activities,,carrying out maintenance on marine auxiliary power units for electrical power generation,,,,,,loading and proving cnc fabrication machine tool programs,plan the trial of explosive substances and/or articles,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assembling and testing fluid power systems,,,,,,,,,undertake overhead line equipment wiring installation under direction,,,,,,,,,,,,,,,,,,,overhauling major components of aircraft airframes,,,,plan protection requirements in the rail industry,,carrying out maintenance on marine mechanical control equipment and systems,,,,,,carrying out cnc fabrication machine tool programming,plan the test of explosive substances and/or articles,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"assembling pattern, model and engineering woodwork components",,,,,,,,,"undertake installation of overhead line equipment sectioning, insulation, registration and in-span components under direction",,,,,,,,,,,,,,,,,,,overhauling components of aircraft navigational and computing equipment,,,,implement protection arrangements in the rail industry,,"carrying out maintenance on marine steering gear, control systems and equipment",,,,,,setting cnc fabrication machines for production operations,contribute to the validation and optimization of new or modified explosives processes and equipment,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assembling structural sub assemblies to produce a public service vehicle,,,,,,,,,"undertake installation, enhancement and renewal of overhead line equipment earthing and bonding under direction",,,,,,,,,,,,,,,,,,,overhauling components of aircraft communication equipment,,,,supervise the non-destructive testing of rails,,carrying out maintenance on marine lifting equipment,,,,,,operating cnc fabrication machines,plan the maintenance programme for explosive substances and/or articles,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fitting sub assemblies and components to public service vehicles,,,,,,,,,install overhead line equipment wiring,,,,,,,,,,,,,,,,,,,overhauling components of aircraft radar equipment,,,,prepare work areas for permanent way engineering activities,,carrying out maintenance on marine ancillary plant and equipment,,,,,,producing marine wooden components using hand tools,assess the feasibility of an explosive substance or article repair,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"installation of overhead line equipment sectioning, insulation, registration and in-span components",,,,,,,,,,,,,,,,,,,overhauling components of aircraft indication and gauging equipment,,,,undertake detailed inspection of the permanent way infrastructure,,carrying out maintenance on marine steam plant and equipment,,,,,,producing marine wooden components using machines,implement the complex repair of explosive substances and/or articles,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"install, enhance and renew overhead line equipment earthing and bonding",,,,,,,,,,,,,,,,,,,overhauling components of aircraft electrical equipment,,,,assess the performance and condition of permanent way assets,,carrying out maintenance on marine liquid ballast systems,,,,,,producing marine soft furnishings,implement the routine repair of explosive substances and/or articles,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assist in the installation of signalling equipment,,,,,,,,,,,,,,,,,,,overhauling components of aircraft pitot static equipment,,,,monitor the performance and condition of permanent way assets,,carrying out maintenance on marine fire main systems and equipment,,,,,,cutting sheet metal to shape using hand and machine tools,plan configuration activities for explosive substances and/or articles,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carry out installation of signalling equipment,,,,,,,,,,,,,,,,,,,overhauling components of aircraft passive warning and optical/surveillance systems,,,,gather and interpret information needed for permanent way engineering activities,,maintaining marine communication equipment and systems,,,,,,forming marine sheet metal components using hand and machine tools,manage configuration activities for explosive substances and/or articles,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assist in the installation of telecoms equipment,,,,,,,,,,,,,,,,,,,overhauling components of aircraft flight guidance and control equipment,,,,plan permanent way activities,,maintaining marine navigational equipment and systems,,,,,,producing wooden furniture/outfitting components for yachts and boats using,implement configuration activities for explosive substances and/or articles,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carry out installation of telecoms equipment,,,,,,,,,,,,,,,,,,,overhauling components of aircraft avionic equipment,,,,establish track geometry and position,,maintaining marine sensor equipment and systems,,,,,,producing wooden structural components for yachts and boats using machines,audit the effectiveness of configuration activities for explosive substances and/or articles,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assist in the installation of traction and rolling stock equipment,,,,,,,,,,,,,,,,,,,lifting and trestling/shoring aircraft for maintenance/repair operations,,,,supervise the obtaining and preparing of materials and components needed for the renewal or maintenance of the permanent way,,maintaining marine computer equipment and systems,,,,,,producing marine outfitting components in wood based materials,manage the maintenance programme for explosive substances and/or articles,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levelling and weighing aircraft,,,,"supervise the preparation of small plant, measuring equipment and tools for permanent way renewal and maintenance",,maintaining marine weapons equipment and systems,,,,,,producing marine outfitting components in sheet metal,manage the maintenance plan for explosive substances and/or articles,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"towing, marshalling and parking aircraft",,,,implement and monitor safe working systems for permanent way maintenance or renewal activities,,maintaining marine electrical rotating machines and domestic equipment,,,,,,machining components using grinding machines,implement the inspection of explosive substances and/or articles,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carrying out flight servicing and routine maintenance of aircraft,,,,ensure that the track is fit for operational purposes,,installing marine auxiliary power units for electrical power generation,,,,,,producing components by manual machining,implement the adjustment of explosive substances and/or articles,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maintaining air conditioning systems on aircraft,,,,supervise the permanent way engineering work of a team on site,,installing marine steam plant and equipment,,,,,,using lathes for turning operations,implement the complex removal of explosive substances and/or articles,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maintaining auto flight systems on aircraft,,,,establish information for signal engineering maintenance and/or fault finding,,installing marine liquid ballast arrangements,,,,,,using milling machines,implement the routine removal of explosive substances and/or articles,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maintaining communication systems on aircraft,,,,establish information for signal engineering installation,,setting to work and testing marine steam plant and equipment,,,,,,using grinding machines,implement the complex assembly of explosive substances and/or articles,,,,
